rewardvalue,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance,Offer Accepted
0,1,0,1,1,3,1115.75,No
3,0,1,1,2,3,1306,No
3,0,3,2,2,3,1044.25,No
3,1,1,1,2,5,1037,No
0,0,3,1,2,3,952,No
3,0,1,2,2,2,946,No
1,1,3,2,2,4,1117.75,No
0,1,3,1,1,4,1469.75,No
3,0,1,0,2,4,1330,No
3,1,0,0,3,3,993,No
3,1,1,0,2,2,1210.25,No
0,1,3,2,1,3,747.25,No
0,0,1,1,1,5,913.25,No
0,0,0,0,1,5,1684.5,No
3,1,0,2,1,4,727.75,No
3,1,0,2,2,4,1304.75,No
1,0,1,0,1,3,693,No
1,0,1,1,1,2,1067.5,No
1,1,3,0,2,5,251.75,No
1,0,1,1,2,4,1028.25,No
3,1,1,0,1,5,953,No
3,1,1,0,2,4,1228.25,No
3,0,3,2,1,5,836,No
0,1,0,0,2,4,846.75,No
1,0,1,2,2,3,1009.75,No
3,1,1,2,2,3,975.25,No
1,0,1,2,2,4,1100.75,No
1,1,1,0,2,5,926.5,No
0,1,1,0,1,3,779.25,No
0,1,0,2,2,5,1208.5,No
1,1,1,0,2,5,277.5,No
0,1,3,0,2,4,277.5,No
1,1,1,0,3,2,143.75,No
3,0,1,1,2,4,283.5,No
0,1,0,2,2,2,1036.25,No
1,1,1,2,3,3,936,No
0,0,0,2,3,4,1262.25,Yes
0,0,1,0,3,6,174,No
3,0,0,1,2,5,937.25,No
0,1,1,0,1,4,746.25,No
3,0,1,2,3,4,1316.25,No
1,0,3,1,2,3,206.25,No
3,1,1,2,3,2,974,No
0,0,0,0,1,5,928,No
0,1,3,0,3,5,666.5,Yes
0,0,1,2,1,4,1057.25,No
1,0,0,1,1,4,1236.5,No
3,0,3,0,2,4,1025.75,No
1,1,1,0,1,3,931.25,Yes
1,1,0,1,1,5,1008,No
0,0,1,0,1,3,1060.75,No
3,0,3,0,2,3,284.5,No
0,0,0,1,1,2,994.5,No
1,1,1,0,3,2,1002,No
0,0,3,0,3,4,979.25,No
0,0,3,2,2,2,1798,No
0,1,0,1,1,3,198,No
3,1,3,1,1,3,1076.75,No
0,1,1,2,3,3,1280,No
3,0,1,2,2,2,1120.25,No
1,0,3,2,2,3,264.75,No
0,1,3,1,3,4,703.5,No
1,0,1,2,2,4,1022.25,No
1,0,0,0,1,5,1130,No
1,0,1,0,2,4,934.75,No
0,1,1,0,2,5,1214.25,No
0,0,1,2,1,4,824.5,No
3,0,1,1,2,4,955,No
3,1,0,0,3,3,1080,No
1,1,1,2,2,3,287.25,No
1,1,3,2,3,3,949.5,No
0,1,1,0,3,6,1314.75,No
0,0,1,1,2,4,1290,No
0,0,3,1,3,4,946.75,No
0,1,1,0,2,4,994.75,No
1,1,1,1,2,4,1024.75,No
3,0,3,2,1,2,206.5,No
1,1,1,1,2,5,1290.5,No
3,1,3,0,3,5,258.25,No
1,1,3,0,1,5,723,No
3,0,0,2,2,4,1037.75,No
0,0,1,2,1,4,707,Yes
0,0,3,0,2,4,824.5,No
1,0,0,2,3,4,939,No
0,1,3,0,2,5,639.5,No
0,0,0,0,1,2,261.75,No
1,1,1,2,1,4,307.75,No
0,1,3,0,3,3,1003.75,No
1,1,3,1,2,5,253,No
3,1,1,2,3,4,1346.5,No
0,0,1,2,2,1,1457,No
3,0,1,2,1,4,156.25,No
0,1,0,1,1,5,1234,No
0,1,1,2,1,6,217.5,No
3,0,1,0,2,3,1262,No
0,0,1,1,3,2,665.25,No
3,1,0,0,2,2,1018.25,Yes
0,0,3,1,3,5,792.5,No
3,0,1,0,1,5,696,No
0,1,1,2,3,4,811.75,No
0,0,0,2,2,3,894.5,No
1,0,0,0,1,4,1415.5,No
1,1,1,1,2,1,812.25,No
1,1,1,0,1,4,1038,No
3,1,1,2,1,2,1202,No
0,1,0,2,2,2,1003,Yes
3,0,0,0,3,4,1064.75,No
3,0,3,2,4,3,230.5,No
1,1,3,0,2,4,1149.5,No
0,0,3,2,1,3,1058.75,No
0,1,1,2,1,5,978.5,No
3,0,3,0,3,3,190.5,Yes
0,0,1,2,3,4,1068.5,No
1,1,0,1,2,5,700.75,No
1,1,3,1,1,2,1065.75,No
0,1,3,0,1,3,875.5,No
3,0,3,2,1,4,1003.75,No
3,1,1,1,1,5,1310.75,No
1,1,3,1,1,6,1230,No
0,0,1,0,1,3,1026.25,No
1,1,1,2,2,6,1159.25,No
3,1,0,2,3,2,983.5,No
3,0,3,0,1,4,968,No
1,1,1,2,1,5,1165.25,No
1,1,1,0,3,4,1076.5,No
1,1,1,1,3,3,660.5,No
0,0,1,2,1,3,931.25,No
0,0,1,2,1,5,800.75,No
0,0,0,2,2,3,227,Yes
1,1,1,1,1,3,608.75,No
0,1,1,1,1,4,1528,No
0,0,3,0,1,2,1194.5,No
0,1,0,0,3,3,1194.75,No
0,1,1,0,2,6,970.5,No
0,1,1,0,3,3,959.5,No
3,0,3,1,2,3,1006.25,No
3,1,1,1,2,3,1308.25,No
3,1,1,0,1,4,1020.75,No
0,1,3,2,2,5,966.75,No
0,1,3,2,2,3,1433.75,No
0,1,3,0,4,5,115.5,No
1,0,0,1,2,4,804,No
0,1,1,0,1,3,1159,No
1,1,0,0,1,4,1339.25,No
1,1,1,1,1,4,1218.5,No
1,1,0,1,2,3,1060.75,No
1,0,1,2,4,3,619,No
1,1,0,1,2,5,288,No
0,0,1,1,2,4,1114.25,No
3,1,1,1,1,3,1263,No
3,1,1,2,1,3,965.25,No
1,0,1,1,3,5,1452.25,No
1,1,0,0,2,4,662.25,No
3,1,3,1,3,4,1503.75,No
3,1,1,0,2,3,1196.75,No
1,1,3,0,3,4,987.25,No
3,0,0,0,2,3,1035.5,No
0,0,1,2,2,3,279.75,No
0,0,0,2,2,3,260.5,No
0,0,0,1,3,1,779.25,No
1,0,3,2,1,4,1184,No
0,0,3,0,2,3,838,No
1,0,3,0,2,2,692.75,No
3,0,0,2,1,3,866.25,No
3,0,1,0,2,4,1092.75,No
1,0,1,2,2,5,1091,No
3,0,1,1,1,4,785.5,No
3,0,1,2,3,5,1201.25,No
1,1,0,0,1,3,687.5,No
3,0,0,2,2,5,319,No
0,0,3,0,1,4,833.75,No
1,0,3,2,1,2,1058.25,No
0,0,0,2,1,3,1183.75,No
3,1,1,2,1,4,205.75,No
3,1,3,2,1,4,920,No
0,0,3,1,1,4,772.5,No
3,1,3,2,3,3,740.75,No
0,1,1,0,2,5,1112.25,No
3,0,1,1,2,3,680,Yes
0,0,3,0,3,2,1001.25,No
0,0,1,1,2,3,220.75,No
1,0,0,2,2,5,837.75,No
3,1,0,1,1,1,1063.75,No
0,0,3,1,2,3,1138.75,No
1,1,1,2,2,2,205.25,No
0,0,1,2,2,2,183.5,No
0,0,0,0,1,3,1409.75,No
1,0,1,1,1,3,1040.25,No
0,0,1,0,2,3,943.25,No
3,1,3,1,3,5,932.5,No
3,1,1,0,2,3,1166,No
3,0,0,0,3,4,1178,No
1,1,1,0,2,4,299.5,No
0,1,1,0,1,5,1047,No
3,0,1,2,3,4,1068.5,No
1,0,0,0,3,5,1027,No
3,1,3,0,1,4,1727,No
0,1,1,0,3,3,1118.5,No
0,0,3,1,2,2,1363.25,No
1,0,1,1,1,4,1132.75,No
3,0,1,2,3,3,751.5,No
3,0,3,0,1,4,1226.75,No
0,0,0,2,1,4,1159.25,No
0,0,0,0,2,4,1078.75,No
0,0,1,0,3,3,661.75,No
3,1,0,0,1,3,1172,No
1,1,1,2,1,5,1067.5,No
3,1,1,1,2,5,716,No
0,1,3,2,2,6,956.25,No
3,1,1,0,2,3,718.5,No
3,1,3,1,1,2,1147,No
3,0,1,2,3,5,826.75,No
0,1,3,2,2,3,1028.75,No
3,1,0,2,2,4,243.5,No
1,0,0,1,2,5,133,No
0,0,1,0,3,3,622.25,Yes
1,0,0,2,3,3,1210.75,No
3,1,1,2,2,4,1883,No
0,0,3,0,2,4,991.75,No
0,1,0,1,2,3,737.25,No
0,1,1,1,1,5,1647.75,No
3,0,3,1,2,3,739,No
0,0,3,0,1,5,1125.5,No
1,1,1,1,2,2,838.75,No
1,0,3,1,3,4,1131.25,No
3,0,1,1,1,5,1108.5,No
1,0,1,2,2,6,238.25,No
0,1,1,2,1,4,147.25,No
1,1,3,1,1,3,178.75,No
0,0,1,2,1,5,190,No
3,1,1,0,3,3,1719.5,No
1,0,1,1,3,4,964.5,No
3,1,1,1,1,4,1304,No
0,1,1,2,3,3,1007,No
1,0,3,0,1,5,1088.25,No
1,1,3,2,3,3,1165,No
3,1,1,0,2,3,1242,No
1,0,0,0,2,3,963.75,No
0,1,1,2,3,3,1065,No
3,0,0,1,2,2,1036,No
0,1,1,2,3,3,615.5,No
0,1,3,0,2,4,659.25,No
3,0,0,1,1,5,1242.75,No
3,1,1,2,2,6,132.25,No
0,1,0,0,2,2,217,No
3,0,1,2,2,2,243.25,No
1,0,3,1,1,4,1377.25,No
3,1,3,0,2,3,1131.25,No
3,0,0,1,2,2,914.5,No
0,1,0,0,4,4,1260.75,No
0,0,3,1,3,1,1108.25,No
1,1,1,1,2,5,707.25,No
3,1,0,1,2,3,956.5,No
0,1,0,2,2,3,1102.5,No
0,1,3,1,1,3,1275,No
0,0,1,0,1,3,1026,No
3,1,0,1,2,4,1054.5,No
3,1,1,2,2,5,979.5,No
0,0,1,1,3,3,1103.75,No
1,1,3,0,2,5,107,No
3,0,3,2,2,3,792.25,No
3,1,1,1,1,3,699.25,No
3,1,1,2,1,4,1192.25,No
0,1,1,0,2,2,932,No
3,1,3,1,1,4,234.5,No
0,0,0,0,1,5,1900.5,No
3,1,3,0,4,4,903.5,No
1,0,3,2,2,4,333,No
1,1,1,2,2,3,322,No
3,0,0,2,2,4,1423.25,No
0,1,1,1,1,2,935,No
0,0,3,2,1,4,1887.75,No
3,1,3,2,1,2,254.75,No
3,0,0,2,1,4,1050.75,No
0,0,1,0,1,3,1249.75,No
0,0,1,1,2,4,1096.25,No
1,0,1,0,1,4,328,No
1,0,3,0,1,3,1037.5,No
0,1,1,0,2,5,246.25,Yes
0,0,1,0,1,3,1132.25,No
3,1,1,0,1,4,766.5,No
3,1,0,2,2,3,996,No
0,1,0,1,2,3,1116,No
3,1,0,1,1,1,964.75,No
3,0,1,0,2,3,635,No
0,0,0,1,1,4,288,No
0,1,1,2,3,3,1061.5,No
0,1,3,1,1,3,920.75,No
0,0,1,0,3,3,990.25,No
1,1,3,0,2,4,367.25,No
3,1,1,2,2,3,163,No
3,1,1,1,1,3,312,No
1,0,0,2,2,2,251.5,No
3,1,1,0,3,3,934.75,No
3,0,1,0,2,3,743.5,No
3,0,1,2,2,3,1271.25,No
1,0,1,1,2,4,796.75,No
0,0,0,1,2,4,1319.75,Yes
1,1,3,1,2,6,942.25,No
1,0,3,0,1,3,321.25,No
1,0,1,0,2,2,1245.75,No
3,0,0,0,1,3,1037.5,No
1,1,1,1,2,5,876.5,No
1,1,1,1,2,3,952.5,No
3,0,1,1,2,3,259.75,No
3,0,3,0,1,4,784.75,No
3,1,1,2,1,3,1071.5,No
0,0,1,1,1,4,1449.25,No
3,0,0,0,1,2,1023.25,No
1,0,1,0,3,4,601.75,No
1,1,3,1,1,5,782.25,No
0,0,1,1,2,5,840.25,No
0,1,3,2,4,2,1787,No
3,1,3,2,1,4,1301.25,No
3,0,3,0,2,3,207,No
0,1,1,0,2,3,1485.5,No
3,1,0,2,2,3,756,No
1,0,0,2,3,4,1103,No
0,0,1,0,3,2,686,Yes
1,1,3,2,2,3,989.75,No
3,0,0,2,2,6,1059.5,No
3,1,3,1,1,3,737.5,No
0,0,1,2,2,5,1023.75,No
0,0,1,1,1,2,250,No
3,0,1,2,2,2,780,No
3,1,1,0,4,4,830.25,No
0,1,3,1,1,4,1369.25,No
1,0,0,2,4,4,762,No
3,1,1,0,3,2,292,No
3,0,1,0,2,4,824.75,No
3,1,1,1,2,4,824.75,No
0,1,0,0,1,2,988,No
0,0,1,1,1,3,963,No
1,0,3,1,2,3,902.25,No
3,1,1,2,2,2,1678.25,No
3,1,0,0,3,5,1121.75,No
0,1,0,0,1,4,1005.25,No
1,1,1,0,2,4,1214.5,No
0,0,3,1,2,5,929.25,No
3,1,3,1,2,6,721.25,No
1,1,0,0,1,2,199.25,No
3,1,3,0,3,4,1005.25,No
3,0,3,1,3,2,699.75,No
1,1,1,2,1,6,833.5,No
3,0,0,2,2,1,1255,No
3,1,1,1,1,2,243.5,No
0,1,3,2,2,1,1007,No
1,1,1,1,3,4,1512.5,No
0,0,0,2,1,3,1236.75,No
3,0,0,2,3,4,389.5,No
1,0,1,2,2,3,764,No
1,1,0,2,3,4,1122,No
0,1,1,2,2,4,1219.25,No
0,1,1,2,3,2,1144.75,No
3,1,3,2,3,2,251.25,No
0,1,0,0,1,3,901,Yes
3,1,0,2,1,4,987,No
1,0,0,1,2,5,974.5,No
1,1,0,1,2,5,1041.25,No
3,0,1,2,2,5,913,No
3,1,0,1,1,1,946.5,No
0,1,3,1,1,2,294.75,No
0,1,0,2,1,2,979.75,Yes
0,1,0,0,3,3,718.25,Yes
0,0,1,0,2,5,1078.5,No
3,0,3,2,1,4,1245.25,No
3,1,3,0,3,3,1042.75,No
3,1,1,0,3,3,982.75,No
0,1,1,2,2,3,987.5,No
0,1,1,0,3,4,1065,No
3,1,3,0,2,5,204.5,No
0,1,3,0,3,6,887.5,No
1,1,1,2,4,4,663,No
3,1,1,2,2,2,967.75,No
3,0,1,1,3,4,303.5,No
1,0,3,1,3,3,1295,No
3,0,3,2,3,4,298.5,No
3,0,0,2,3,4,1204.75,No
3,0,1,1,1,3,975,No
1,0,1,2,1,3,1032.75,No
1,1,1,0,4,3,1113,No
0,1,1,1,1,3,1109.25,No
3,1,0,0,1,3,866.5,No
1,1,1,2,2,1,1279,No
0,0,3,1,2,2,811.75,No
3,0,0,1,3,1,1200.5,No
0,0,1,0,1,3,283,No
3,1,0,2,1,5,943,No
0,0,1,0,2,4,891,No
3,0,3,1,1,4,1532.75,No
1,0,3,2,2,2,983,No
1,0,0,2,1,3,814.5,No
3,0,1,0,1,3,963.25,No
0,1,1,1,2,3,1131.75,No
0,0,0,2,2,3,1104,No
0,1,1,1,1,4,789.5,No
1,1,1,1,1,2,1009.5,No
3,1,0,0,4,2,999,No
3,0,0,1,3,2,1267.25,No
1,1,0,1,2,3,287,No
1,0,1,1,2,4,1033.25,No
0,1,3,2,1,3,1059.25,No
0,1,1,2,3,5,1155,No
0,0,1,2,1,4,925.5,No
3,0,1,0,1,3,1301.25,No
0,1,1,0,2,3,1098.25,No
3,0,0,1,1,4,982.75,No
0,0,1,0,1,5,825.25,No
1,0,1,0,3,3,1154.5,No
1,1,1,2,2,5,982.5,No
3,1,3,0,3,5,948.75,No
0,0,1,0,2,3,279,No
1,0,1,1,2,2,1509,No
1,0,0,0,3,4,1291.5,Yes
1,1,1,2,1,2,920.25,No
0,1,3,0,2,5,1124.25,No
3,0,0,2,2,3,1086,No
3,1,0,1,2,3,1721,No
1,0,1,2,1,5,1483.75,No
0,0,3,1,2,4,668.25,No
1,0,1,1,2,4,1162.75,No
0,1,1,2,3,1,777.25,No
3,1,0,1,2,3,1029.5,No
3,1,3,2,1,2,1117.5,No
1,1,1,1,1,4,1375.5,Yes
1,0,1,1,2,4,800.75,No
3,1,1,2,2,3,956,No
3,1,1,2,2,2,950.25,No
0,0,1,0,1,4,1060,No
3,1,1,1,1,4,801.5,No
0,1,0,1,2,4,196.75,No
1,0,1,2,2,3,979.5,No
3,1,3,1,1,3,991,No
0,0,1,1,2,3,1063,No
1,1,0,0,1,4,1197,No
3,0,1,2,1,3,988.5,No
1,1,1,0,2,3,1179,No
3,1,1,1,1,3,668.75,No
0,1,0,0,2,4,973.5,No
0,0,1,0,1,4,1145.5,No
0,1,1,0,1,4,1756.75,No
1,0,0,2,1,3,1110.5,No
0,1,0,2,3,2,870,No
0,0,3,2,1,2,918,No
3,0,0,1,1,3,1013.25,No
0,1,1,2,2,3,983,No
0,0,0,0,1,3,1746.5,No
1,1,1,1,2,2,1423.75,No
3,1,1,0,3,3,1119.75,No
3,1,1,0,3,5,1121.5,No
3,1,1,1,2,3,1195.5,Yes
0,1,1,2,3,3,1241.5,No
0,0,0,1,2,4,650.75,No
0,1,1,0,2,3,1121.25,No
1,0,0,1,2,4,1029.5,No
0,0,3,1,1,4,294,No
1,1,3,0,2,2,1226,No
3,1,0,1,2,4,1011.5,No
3,1,1,0,3,4,1441.25,Yes
0,0,3,0,2,4,1131.25,No
0,0,0,0,1,5,807.25,No
0,0,0,0,2,4,1200.25,No
1,1,1,1,2,2,1077.5,No
1,1,1,2,2,4,264.25,No
3,0,3,1,2,3,1166.5,No
0,0,3,2,2,4,871.5,No
3,0,1,0,1,2,781,No
0,0,1,1,2,4,950.75,No
0,1,3,1,2,5,1317,No
0,0,1,0,3,2,735,Yes
1,1,1,1,2,3,1104.5,No
3,1,3,1,2,3,1111.25,No
3,1,1,0,1,5,1192,No
0,1,1,2,2,4,1026.5,No
1,0,1,1,2,5,1192.75,No
3,1,3,2,1,3,776,No
3,0,1,1,1,2,1215.25,No
3,1,1,1,3,4,1028,No
0,0,0,1,3,5,971.5,No
1,0,3,0,4,2,1394.5,No
0,1,1,1,1,4,1832.75,No
3,0,1,2,1,4,1022.75,No
1,0,1,0,2,2,1171,No
3,1,1,1,2,3,1163.5,Yes
3,0,3,1,1,3,691.5,No
1,1,1,0,1,3,1228.25,No
1,1,0,1,2,4,1314.5,No
3,1,0,0,2,3,687.25,No
1,0,1,1,1,4,1463.75,No
3,0,1,2,2,4,1314.25,No
3,1,3,1,2,5,1283,Yes
3,1,0,2,2,4,1015.25,No
0,0,1,0,2,3,300.25,No
3,0,3,0,3,2,929.5,No
1,1,3,0,2,4,960.25,No
0,0,0,2,2,2,953.5,No
0,0,1,1,2,5,1063,No
3,0,3,1,2,5,1107.75,No
0,0,0,0,1,3,1097.75,No
3,1,1,1,2,2,972.25,No
0,0,0,1,4,3,950.75,No
1,0,3,1,2,4,826.5,No
1,0,1,1,4,3,1330.75,No
3,1,1,1,1,6,369.75,No
3,0,0,1,1,4,1007.5,No
0,0,3,2,3,4,394.25,No
3,1,0,2,3,5,1224.75,No
3,1,1,1,1,2,854,No
1,1,1,1,2,3,973.25,No
3,1,0,0,2,6,867.5,Yes
1,1,0,1,1,3,1200,No
1,0,0,2,2,4,1621.5,No
0,0,1,0,3,3,1100.25,No
3,0,0,1,4,3,1329.25,No
0,0,0,1,1,5,292,No
1,1,1,0,2,6,800.5,No
3,0,1,2,3,4,297.5,No
0,0,1,2,2,2,957.75,No
1,1,1,2,1,4,902.5,No
0,1,1,0,2,4,1191,Yes
3,1,0,2,1,2,1755.25,No
0,0,1,2,1,3,1185.5,No
1,0,1,0,1,4,1094,No
0,1,1,0,3,4,1239.25,Yes
3,1,3,0,1,4,1682,No
3,0,1,2,4,3,829.75,No
1,1,3,0,2,4,371.5,No
3,0,0,1,2,4,314.75,No
0,0,1,0,1,4,1129.5,No
0,1,0,1,2,2,1053.5,No
0,0,1,0,1,2,1729.5,No
3,0,1,1,2,2,873,No
3,0,3,2,1,2,936.75,No
3,0,1,1,2,2,1018.75,No
3,0,1,2,3,4,1229,No
3,1,0,2,1,4,913.5,No
1,1,0,0,1,5,1206,Yes
1,1,3,1,3,5,1188.5,No
0,0,0,2,2,5,1016,No
3,1,1,0,1,4,1161.25,No
1,0,1,1,3,3,1813.5,No
3,0,3,1,1,2,1148.5,No
1,1,3,0,2,2,961,No
0,1,3,1,3,3,1252.5,No
0,0,1,0,2,4,355.75,No
0,1,3,0,2,3,1241,No
0,1,1,2,4,2,249.75,No
3,0,1,2,2,3,1232.5,No
1,1,0,1,3,1,346.25,No
0,0,3,2,3,5,1202.5,No
0,0,0,1,2,3,652.5,Yes
1,1,3,2,1,3,759.75,No
0,0,3,1,1,6,1069,No
0,1,1,1,3,3,1370,No
3,0,3,2,2,5,1262.75,No
1,0,3,1,2,4,1052.5,No
0,0,3,2,1,3,1176.25,No
1,1,3,1,4,3,1050.5,No
1,1,1,1,2,3,1019.25,No
1,1,0,2,1,5,167.75,No
3,1,0,1,2,4,1114.25,No
0,0,1,0,2,3,1073,No
1,0,1,1,2,4,1234.75,No
3,1,1,0,3,4,1186.5,No
3,0,3,0,3,3,931,No
1,1,0,0,2,4,296.25,No
1,0,0,1,2,3,817.5,No
1,1,3,2,2,3,1015.25,No
1,1,3,2,1,5,1029,No
3,1,3,1,2,5,1166.25,No
1,1,0,2,3,3,1145.25,No
1,1,1,0,3,5,964.25,No
0,0,1,0,2,3,1353.25,No
1,1,1,1,1,2,732.75,No
3,1,3,2,1,5,613.75,No
0,1,3,1,2,3,1111.75,No
0,0,1,0,1,4,665.5,No
1,1,3,1,1,2,288.25,No
0,1,0,1,1,4,816.5,No
1,1,1,1,2,3,898.25,No
1,1,1,2,2,4,1402.5,No
3,0,3,2,1,3,1139.5,No
0,1,0,2,1,5,1199.25,No
0,1,3,0,1,3,1006,Yes
3,0,1,0,1,3,1226,No
3,1,1,2,2,3,672.25,No
1,1,3,1,3,4,1677.5,No
3,1,1,1,1,2,268.25,No
3,0,1,1,4,4,874.75,No
1,0,1,1,3,5,290.5,No
3,0,0,1,1,2,338,No
0,0,1,2,2,4,262.25,No
1,0,3,1,1,5,177,No
1,0,1,1,1,2,988.5,No
3,0,1,1,2,5,284.25,Yes
3,1,0,2,2,5,318.75,No
3,1,3,2,2,5,762.75,No
1,1,1,0,2,3,822.5,No
3,1,0,2,2,2,1235.5,No
3,1,3,1,1,3,1077.5,No
3,1,1,2,3,2,285,No
1,0,1,0,1,3,925.25,No
0,0,1,2,1,1,920.5,No
1,1,1,2,1,6,1065,No
0,0,3,1,1,3,1095,No
0,0,3,0,1,3,290,No
0,1,1,1,3,5,837.5,Yes
3,1,1,2,1,3,826.25,No
3,0,1,0,2,3,1203.75,No
3,1,1,2,3,5,984.25,No
1,1,1,0,3,3,1097,No
1,1,1,1,1,3,1811,No
0,1,0,1,1,5,1047,No
1,1,1,0,1,2,633.5,No
0,0,0,2,2,4,1257.5,No
1,0,1,0,3,5,259.5,No
3,0,0,1,2,4,304.5,No
3,1,3,1,1,4,277.75,No
3,0,0,2,1,5,1039.75,No
0,0,1,0,3,3,619.25,No
0,0,0,0,2,3,1173.25,No
1,1,0,1,2,4,954,No
1,0,1,2,3,3,950.5,No
0,1,0,1,2,3,780.75,No
3,0,3,2,1,4,722.25,No
1,0,3,0,1,2,1114.25,No
1,0,1,2,3,4,904,No
0,0,0,0,1,5,966.5,No
0,1,1,0,1,4,1726.25,Yes
1,0,0,2,3,3,1134,No
1,0,1,2,1,5,162.75,No
0,1,1,1,1,3,923,No
1,0,0,2,1,4,822.25,No
1,0,3,1,3,3,1008,No
0,1,1,1,2,3,1297,No
0,1,0,1,2,3,973.5,No
3,0,1,1,1,3,284,No
3,1,3,0,2,3,226,No
0,1,3,2,2,3,950.25,No
3,0,1,1,1,4,1327.25,No
3,0,1,2,3,3,1014,No
3,0,3,1,2,3,1063,No
3,1,1,2,2,2,131.25,No
3,0,3,2,2,3,1747.5,No
3,0,1,2,2,3,757.5,No
0,0,3,1,1,3,269,No
0,1,0,1,2,4,1220.25,No
3,1,3,2,3,5,357.25,No
0,1,0,0,2,2,1029.5,No
0,1,1,2,2,4,723.5,No
3,1,1,0,2,2,1176.25,Yes
0,0,3,2,1,4,213.25,No
1,0,1,1,2,4,1091.25,No
1,0,3,0,2,3,1229,No
1,1,0,2,1,3,217.75,No
1,1,1,0,1,4,184.25,Yes
0,1,3,2,1,5,1029.5,No
0,1,3,0,1,2,896.75,No
1,0,3,0,2,2,934.5,No
3,0,3,1,2,1,242.5,No
3,1,1,1,2,3,1010,No
0,0,1,2,1,5,1201.5,No
1,0,1,1,2,5,1003.5,No
0,1,3,0,3,5,1143.25,No
0,1,0,1,3,2,989.25,No
3,0,0,0,3,2,1144,No
0,0,3,2,2,3,969.25,No
1,0,1,1,1,5,269.5,No
3,0,3,2,3,4,869.25,No
3,1,3,2,1,2,990,No
3,1,1,0,1,4,158.75,No
1,0,1,1,1,3,906,No
3,1,1,0,2,3,755,No
0,1,1,2,2,4,1134,No
0,0,1,0,3,2,1247.25,No
0,1,3,0,1,5,1212.75,Yes
1,0,1,0,2,3,1066.75,Yes
3,1,1,1,3,4,848,No
1,1,3,1,3,4,306.25,No
1,1,1,2,1,2,1118.5,No
0,1,0,2,2,5,1095.75,No
1,0,0,1,2,3,716.75,No
3,1,3,2,1,4,1008,No
3,0,3,1,1,3,1037,No
1,0,1,1,3,5,793.75,No
3,1,3,2,1,5,812.25,No
1,0,3,0,2,3,1026.75,No
0,1,0,0,3,4,1220.25,Yes
1,0,1,0,2,5,1057.25,No
3,0,0,2,1,4,236.75,No
3,1,1,1,2,4,795,No
1,0,3,2,2,5,1172.25,No
1,1,1,1,3,1,856,No
0,1,0,2,2,3,906.25,No
0,1,3,0,3,3,1047.5,No
1,1,1,1,3,2,1524.5,No
1,0,1,2,2,5,817,No
0,1,1,0,2,5,1401,No
1,1,3,0,3,4,812.25,No
0,1,1,1,1,4,1264.75,No
0,1,1,0,2,3,1108.25,No
1,1,0,2,2,3,1292.5,No
3,0,3,0,2,3,1003.75,No
0,1,3,2,3,4,1306.25,No
3,0,3,0,1,5,1031,No
0,1,0,2,1,3,1312.25,No
1,1,1,0,2,1,1095.25,No
1,1,1,0,1,5,1737.75,No
0,1,1,2,2,3,802,No
3,0,0,2,1,4,920.75,No
3,1,1,0,1,4,1029.5,No
3,1,3,1,1,5,927.25,No
1,0,0,1,2,3,297.25,No
1,1,1,2,1,2,1199,No
1,0,0,2,1,5,972,No
0,0,0,1,2,5,1007,No
1,0,1,0,1,2,1244.75,No
1,0,1,0,1,4,251.5,No
0,1,0,0,2,4,129.75,No
1,0,0,2,2,2,644.5,No
1,1,3,1,3,5,628.25,No
1,0,0,2,2,5,1015.75,No
0,0,1,1,3,3,967,Yes
1,1,1,0,2,4,952,No
3,0,1,1,1,4,1379,No
0,0,1,0,4,3,273.75,No
0,1,1,2,1,3,976,No
3,1,3,0,2,3,1010.25,Yes
1,1,1,2,2,3,952.75,No
1,0,3,2,4,4,996.75,No
0,0,1,2,2,5,924,No
3,0,1,1,2,3,962,No
3,0,1,0,2,4,613.5,No
0,0,0,2,1,3,921.25,Yes
1,0,1,0,2,2,1217.75,No
3,1,1,0,2,2,1236,No
1,1,0,2,2,3,979,No
3,1,0,0,2,1,1095.5,No
0,0,0,0,1,3,889.25,No
1,0,0,0,1,5,1251.5,No
1,1,1,2,3,3,1131,No
1,1,1,2,2,2,1318,No
0,1,1,1,1,4,1073,No
3,0,0,1,1,3,839,No
3,1,3,2,2,4,852,No
3,0,1,2,2,4,1164.5,No
0,1,0,2,2,4,960.25,No
3,1,1,1,3,6,1350.5,No
1,1,3,2,2,2,915.75,No
3,0,1,0,1,3,298.5,No
3,1,3,0,1,5,1119.25,No
0,0,1,0,1,2,804,No
3,1,3,1,2,5,1172,No
1,1,1,1,2,2,767.25,No
1,1,1,0,2,4,1228.25,Yes
1,1,1,1,1,4,1023.5,No
1,1,0,2,2,3,1234.5,No
3,1,1,2,1,3,374.75,No
3,1,0,1,2,5,804.75,No
3,1,1,2,1,4,968.75,No
0,0,3,2,2,4,1042,No
0,1,1,0,3,5,932.5,No
0,0,3,1,1,4,800.75,No
1,0,1,2,2,4,907.5,No
1,1,3,1,2,6,989.25,No
1,0,0,2,2,4,823.25,No
3,0,3,0,2,5,1190.5,No
3,0,3,2,1,3,227,No
3,0,0,1,2,4,1262.5,No
0,1,1,0,3,3,258.25,Yes
1,0,0,0,1,3,992.5,No
0,1,1,1,1,4,987,No
3,1,1,2,3,3,1017,No
