Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,Bank Accounts Open,Overdraft Protection,Credit Rating,Credit Cards Held,Homes Owned,Household Size,Own Your Home,Average Balance
10615,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,1071.25
10616,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1218.5
10617,No,Points,Letter,Low,1,No,High,3,1,2,Yes,1003.25
10618,No,Air Miles,Letter,Low,2,No,High,1,3,3,Yes,1183.5
10619,No,Cash Back,Letter,Medium,1,No,High,2,1,5,Yes,1020
10620,No,Cash Back,Postcard,Low,1,No,Medium,2,2,3,Yes,798.25
10621,No,Cash Back,Postcard,High,2,No,Low,1,1,4,Yes,1077.75
10622,No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,No,1236
10623,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,942
10624,No,Points,Letter,Medium,1,No,Low,1,1,6,Yes,1391.5
10625,No,Cash Back,Letter,Low,1,No,Medium,1,1,1,No,948.5
10626,No,Points,Postcard,Low,1,No,High,2,1,2,Yes,1152.25
10627,No,Cash Back,Postcard,Medium,2,No,Medium,4,1,4,Yes,1211.75
10628,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,No,929
10629,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,6,No,166.25
10630,No,Air Miles,Letter,High,1,Yes,Low,3,2,2,No,267.25
10631,No,Points,Postcard,Medium,1,No,High,3,1,2,Yes,1057
10632,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1053.5
10633,No,Cash Back,Postcard,Medium,1,No,Low,3,1,3,Yes,924.5
10634,No,Points,Letter,Medium,2,No,Low,2,3,3,No,1382.75
10635,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,699.75
10636,No,Cash Back,Postcard,Low,2,No,Low,3,1,4,No,264.75
10637,No,Air Miles,Letter,High,1,Yes,High,2,2,3,Yes,1155
10638,No,Points,Postcard,Low,2,No,Medium,2,1,4,Yes,938.5
10639,No,Points,Letter,High,1,No,High,1,1,4,Yes,994.5
10640,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,311.5
10641,No,Points,Letter,High,1,No,Low,1,1,2,Yes,1140.75
10642,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,953.5
10643,No,Points,Letter,High,1,No,Low,2,2,4,Yes,1316.5
10644,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1041.75
10645,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1064.25
10646,No,Points,Postcard,High,1,No,High,1,1,4,Yes,1116.25
10647,No,Points,Letter,High,3,No,Low,1,1,3,Yes,890
10648,No,Points,Postcard,High,1,No,Low,4,1,4,Yes,142.5
10649,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,212.75
10650,No,Points,Letter,Low,2,No,Medium,1,3,4,Yes,888.25
10651,No,Cash Back,Postcard,Low,1,No,Medium,4,1,2,Yes,157
10652,No,Points,Postcard,Medium,1,Yes,Low,3,3,4,Yes,301.25
10653,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,4,No,1018.25
10654,No,Air Miles,Postcard,High,2,No,Low,2,1,5,Yes,865.75
10655,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,964.5
10656,No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,1833.25
10657,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,253.25
10658,No,Cash Back,Letter,Medium,1,No,Low,1,2,3,Yes,885.25
10659,No,Points,Letter,Medium,1,No,High,2,1,4,No,1166.75
10660,No,Air Miles,Letter,High,1,Yes,Medium,2,1,4,No,270.25
10661,No,Points,Letter,Low,1,Yes,Medium,2,1,5,No,826
10662,No,Air Miles,Letter,Low,1,No,Low,2,1,3,Yes,728.5
10663,No,Cash Back,Postcard,High,1,No,Low,2,1,2,No,916
10664,No,Cash Back,Postcard,Low,2,No,High,3,2,4,Yes,268.5
10665,No,Cash Back,Letter,Low,1,No,Low,1,1,2,No,959.5
10666,No,Points,Letter,High,1,No,Medium,1,1,3,Yes,389.5
10667,No,Air Miles,Letter,High,1,No,Medium,2,1,3,Yes,903
10668,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1406.75
10669,No,Points,Letter,Medium,1,No,High,1,1,3,No,741
10670,Yes,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,159.5
10671,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,379
10672,No,Air Miles,Letter,Medium,1,No,High,2,1,2,Yes,1094.5
10673,No,Cash Back,Postcard,High,1,Yes,High,1,1,2,No,1193.25
10674,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1182.75
10675,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,1033.25
10676,No,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,767.75
10677,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,5,Yes,1041.75
10678,No,Points,Postcard,High,2,No,Low,2,2,5,Yes,1077
10679,Yes,Air Miles,Postcard,Medium,2,Yes,Low,1,1,5,Yes,905.75
10680,No,Air Miles,Letter,High,1,No,High,2,1,2,Yes,1687
10681,No,Air Miles,Letter,Medium,1,No,High,1,2,4,No,985.5
10682,No,Points,Postcard,Medium,2,No,High,1,1,4,No,1087.25
10683,No,Points,Letter,Medium,1,No,Low,3,2,3,Yes,1046
10684,No,Points,Postcard,Medium,1,No,Medium,2,2,5,Yes,1519.75
10685,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1333.25
10686,No,Points,Letter,Low,1,No,Medium,3,1,3,No,1107.25
10687,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,1,2,No,957
10688,No,Air Miles,Letter,High,1,No,Medium,1,2,5,Yes,372.5
10689,No,Cash Back,Letter,Low,1,No,Low,2,1,4,Yes,832.75
10690,No,Cash Back,Letter,High,1,No,Low,1,1,5,No,682
10691,Yes,Air Miles,Postcard,High,1,No,Low,3,1,2,Yes,1152.5
10692,No,Air Miles,Postcard,Medium,2,No,High,3,2,2,No,259.75
10693,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,1104.5
10694,No,Points,Postcard,Medium,2,No,Medium,1,1,3,Yes,1456.75
10695,No,Cash Back,Letter,High,1,No,Low,3,1,3,Yes,907.25
10696,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,605.25
10697,No,Points,Letter,Medium,1,No,Low,1,1,3,No,732.25
10698,No,Cash Back,Letter,High,1,No,Medium,1,2,4,Yes,1253.75
10699,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1096.75
10700,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,Yes,1695.5
10701,No,Points,Postcard,High,1,No,Medium,3,1,6,Yes,1347.25
10702,No,Air Miles,Postcard,Medium,1,No,High,1,2,5,No,1047.75
10703,No,Air Miles,Postcard,Low,1,No,Medium,1,2,4,No,311.25
10704,No,Cash Back,Letter,High,1,Yes,High,3,1,3,No,938
10705,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,888.25
10706,No,Air Miles,Letter,Low,1,Yes,Low,1,1,4,No,263.75
10707,No,Air Miles,Letter,Low,1,No,Low,1,2,3,No,372.25
10708,No,Cash Back,Letter,Medium,1,No,High,1,1,4,No,194.75
10709,No,Air Miles,Postcard,Low,1,No,High,2,2,4,Yes,973.25
10710,No,Points,Letter,Low,2,Yes,High,1,1,4,No,1137.75
10711,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,238.5
10712,No,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,593.5
10713,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,295.5
10714,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1407.25
10715,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,83
10716,No,Cash Back,Postcard,Medium,1,No,Low,3,1,2,Yes,1474
10717,No,Cash Back,Postcard,Medium,2,Yes,High,1,2,4,Yes,1252.5
10718,No,Cash Back,Letter,Low,1,No,High,1,2,3,No,216.25
10719,No,Cash Back,Postcard,Medium,1,Yes,High,2,1,4,Yes,1229
10720,No,Cash Back,Letter,High,1,No,Low,1,2,4,Yes,1066.25
10721,No,Points,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1328
10722,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,1117.5
10723,No,Air Miles,Postcard,High,1,No,Low,1,2,5,Yes,1008.25
10724,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1011.25
10725,No,Air Miles,Letter,Medium,1,No,Low,1,2,3,Yes,1230.75
10726,No,Cash Back,Postcard,High,3,No,Low,2,1,4,Yes,977.75
10727,No,Points,Letter,Low,1,No,High,2,1,4,Yes,106.25
10728,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,935
10729,No,Air Miles,Letter,High,1,Yes,Low,2,1,4,Yes,1159
10730,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,596.75
10731,No,Cash Back,Postcard,High,1,No,High,3,1,4,Yes,1429.25
10732,No,Points,Postcard,Medium,1,Yes,Low,1,1,3,No,1356.5
10733,No,Points,Postcard,High,1,No,High,2,1,4,Yes,322.5
10734,No,Cash Back,Postcard,Low,2,No,High,1,1,3,Yes,1085
10735,No,Air Miles,Letter,Low,1,Yes,High,1,1,2,No,792.25
10736,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,No,1613.75
10737,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1093
10738,Yes,Air Miles,Postcard,Low,1,Yes,Low,3,1,1,Yes,260.25
10739,No,Points,Letter,Low,1,No,Low,3,1,4,No,1233.75
10740,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1150.5
10741,No,Cash Back,Postcard,High,1,No,Medium,1,1,2,Yes,785.25
10742,No,Points,Letter,Medium,1,No,High,2,1,5,Yes,828.25
10743,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,6,No,1053
10744,No,Air Miles,Letter,Low,1,No,Low,1,1,4,No,1020
10745,No,Points,Postcard,High,1,Yes,Low,2,1,3,Yes,1093.5
10746,No,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,965.75
10747,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,No,1112.75
10748,No,Points,Postcard,High,1,Yes,High,3,1,4,Yes,1003.75
10749,No,Cash Back,Letter,Medium,2,No,Medium,2,1,2,Yes,1836.25
10750,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,210
10751,No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,No,1001.25
10752,No,Cash Back,Letter,Medium,2,No,Medium,1,1,5,No,1155.25
10753,No,Points,Postcard,Low,1,No,Medium,1,1,3,Yes,305.5
10754,No,Points,Letter,High,2,No,Medium,4,1,2,Yes,1344
10755,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1396
10756,No,Cash Back,Postcard,Medium,1,No,Medium,3,2,5,No,1206
10757,No,Cash Back,Postcard,Medium,1,Yes,High,2,2,5,No,1228.75
10758,No,Points,Letter,Low,1,No,Medium,1,1,3,No,878.5
10759,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,1058.25
10760,No,Cash Back,Letter,Medium,2,Yes,Medium,1,2,5,No,941.75
10761,No,Points,Postcard,High,1,No,High,3,1,2,Yes,933
10762,No,Points,Letter,Low,1,No,High,3,1,2,No,954.25
10763,Yes,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,1082
10764,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1305.5
10765,No,Cash Back,Letter,Medium,3,No,High,2,1,2,Yes,1000
10766,No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,835.75
10767,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,Yes,700.5
10768,No,Air Miles,Postcard,High,1,No,Low,3,1,2,No,1088.75
10769,No,Air Miles,Postcard,Low,1,No,High,2,2,3,Yes,1511
10770,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,895.5
10771,No,Air Miles,Letter,Low,1,Yes,Medium,1,1,4,Yes,1173.25
10772,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,251.5
10773,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,4,Yes,925.25
10774,No,Cash Back,Letter,Low,1,No,Low,1,1,4,No,311.75
10775,Yes,Points,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,172
10776,No,Cash Back,Letter,High,1,No,Low,3,1,2,No,1068.5
10777,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,800.5
10778,No,Points,Letter,Low,1,No,Low,1,1,1,Yes,1201.25
10779,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1157
10780,No,Air Miles,Postcard,Low,1,No,High,2,1,1,Yes,1176.5
10781,No,Points,Letter,Medium,1,Yes,High,2,1,4,Yes,1136.75
10782,No,Points,Letter,Medium,1,Yes,High,2,1,6,No,175.75
10783,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,748.75
10784,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1016.25
10785,Yes,Air Miles,Postcard,Low,1,No,Medium,3,2,3,Yes,978.5
10786,No,Air Miles,Postcard,High,1,No,High,1,1,5,No,246
10787,No,Points,Letter,Medium,1,No,Medium,2,2,4,Yes,816.25
10788,No,Points,Letter,High,1,No,Low,2,1,2,No,1122.75
10789,No,Air Miles,Letter,High,1,Yes,Low,2,1,2,No,1282.25
10790,No,Points,Postcard,Medium,1,No,High,1,1,5,No,963.25
10791,No,Cash Back,Letter,Low,1,No,High,2,1,3,No,980.25
10792,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,Yes,778.25
10793,No,Air Miles,Letter,Medium,1,Yes,High,2,1,2,No,1072.5
10794,No,Air Miles,Postcard,High,1,No,Low,3,1,3,No,370
10795,No,Points,Postcard,Medium,1,No,Low,2,2,6,Yes,1126.25
10796,No,Points,Letter,Medium,1,No,High,1,2,2,Yes,701.25
10797,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,1004.75
10798,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,989.25
10799,No,Cash Back,Postcard,Low,2,No,High,2,1,2,Yes,1199.5
10800,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,5,No,1141
10801,No,Points,Postcard,Medium,2,Yes,Medium,2,1,4,No,1159
10802,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,790.25
10803,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1092.75
10804,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1346.75
10805,No,Air Miles,Letter,Low,2,No,Low,3,1,2,Yes,1036.75
10806,No,Air Miles,Letter,Low,3,No,Medium,1,1,5,No,615.75
10807,No,Points,Letter,Low,1,No,High,1,1,3,Yes,1191.25
10808,No,Cash Back,Letter,Medium,1,No,Medium,1,2,4,No,1132.5
10809,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,6,Yes,782.75
10810,No,Cash Back,Postcard,High,1,No,Low,3,1,5,No,1065.25
10811,No,Cash Back,Postcard,Medium,2,No,High,2,2,3,Yes,1340.25
10812,No,Cash Back,Postcard,Medium,1,No,High,2,1,1,Yes,1212.25
10813,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1118.25
10814,No,Cash Back,Letter,Medium,2,No,Medium,1,1,2,Yes,1371.25
10815,No,Air Miles,Postcard,Low,1,Yes,High,1,2,5,Yes,973.75
10816,No,Points,Letter,High,2,No,High,1,1,4,No,760.75
10817,Yes,Cash Back,Letter,Low,1,No,Low,3,1,5,Yes,260
10818,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1027.5
10819,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1093
10820,No,Points,Letter,Medium,1,Yes,High,1,1,1,Yes,748.75
10821,No,Air Miles,Postcard,Medium,1,No,Medium,4,1,5,No,272.5
10822,No,Air Miles,Letter,Low,2,No,High,1,1,4,No,826
10823,No,Points,Letter,Medium,1,Yes,Low,3,1,2,No,926.25
10824,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,938
10825,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,806.25
10826,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,774.25
10827,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,6,Yes,787.25
10828,No,Points,Letter,Medium,1,No,Medium,3,1,4,Yes,1276.5
10829,No,Air Miles,Letter,High,1,Yes,Medium,2,1,6,Yes,889.75
10830,No,Cash Back,Postcard,High,1,No,Low,1,1,4,Yes,174.25
10831,No,Cash Back,Postcard,High,1,No,Low,2,1,2,Yes,890.5
10832,No,Cash Back,Postcard,Medium,1,Yes,High,3,1,4,Yes,1696.5
10833,No,Cash Back,Postcard,Medium,1,No,Medium,1,2,3,Yes,283.25
10834,No,Points,Postcard,Medium,1,Yes,High,1,1,2,Yes,1182.5
10835,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,771.75
10836,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,967.75
10837,No,Air Miles,Letter,Low,2,No,Low,1,3,4,No,1441.5
10838,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,292.75
10839,No,Points,Postcard,Low,1,No,High,2,1,4,No,1276
10840,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,955.25
10841,No,Points,Postcard,Medium,2,No,Low,3,1,4,No,1348.75
10842,No,Air Miles,Letter,Medium,1,No,Medium,2,1,2,No,788.75
10843,No,Air Miles,Postcard,Low,1,No,Medium,1,1,2,Yes,877
10844,No,Air Miles,Letter,Low,1,No,Medium,1,1,2,No,1121.75
10845,No,Cash Back,Letter,Medium,1,No,Low,3,3,2,Yes,1437
10846,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,1282.5
10847,No,Cash Back,Postcard,Low,2,No,High,2,2,3,Yes,950.75
10848,No,Air Miles,Letter,Low,1,No,High,1,1,4,No,1100
10849,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,130
10850,No,Cash Back,Postcard,Medium,1,No,Medium,2,2,4,Yes,919
10851,No,Points,Postcard,Medium,2,No,Low,2,2,2,Yes,1281.75
10852,No,Cash Back,Postcard,Low,2,No,Medium,2,1,5,No,1028.75
10853,No,Points,Letter,Medium,2,No,Low,1,1,6,Yes,1006.75
10854,No,Points,Postcard,Low,1,No,Medium,3,1,2,No,274
10855,No,Air Miles,Letter,Medium,1,No,High,1,1,3,No,919.75
10856,No,Points,Letter,Low,2,Yes,Medium,1,1,2,Yes,1740.5
10857,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,Yes,903.75
10858,No,Air Miles,Letter,High,1,Yes,High,3,1,5,Yes,944
10859,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,896.25
10860,No,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,2,Yes,1253
10861,No,Points,Letter,Medium,1,Yes,Low,1,2,4,Yes,0
10862,No,Cash Back,Postcard,High,1,No,Low,1,2,4,Yes,1404.5
10863,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1216
10864,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,1155.5
10865,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,823.5
10866,No,Points,Letter,High,1,No,High,2,1,2,Yes,655
10867,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1070.75
10868,No,Cash Back,Letter,Low,1,No,High,1,1,4,No,888
10869,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,5,Yes,1072.5
10870,No,Cash Back,Postcard,Low,1,Yes,Medium,2,2,2,Yes,1053.5
10871,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,908
10872,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,998.5
10873,No,Points,Letter,Low,2,No,High,1,2,6,Yes,1111.75
10874,Yes,Points,Postcard,High,2,No,Low,1,2,2,Yes,396.25
10875,No,Points,Postcard,Medium,1,No,High,2,1,3,No,385
10876,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1329.75
10877,No,Points,Letter,High,2,No,High,1,1,3,Yes,699.25
10878,No,Cash Back,Postcard,High,1,No,Medium,2,1,6,No,1187
10879,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,942.5
10880,No,Points,Postcard,High,2,No,Low,3,2,2,Yes,1434.25
10881,No,Points,Letter,Low,1,No,Medium,1,1,2,Yes,1168.25
10882,Yes,Points,Postcard,High,2,No,Low,2,1,5,Yes,370
10883,No,Cash Back,Letter,High,1,No,Medium,2,1,3,No,761
10884,No,Air Miles,Letter,Medium,1,No,Medium,3,1,1,Yes,827.75
10885,No,Cash Back,Letter,Medium,2,No,Medium,2,1,4,Yes,324.5
10886,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1064
10887,No,Air Miles,Letter,Low,2,Yes,High,2,1,6,Yes,954.75
10888,No,Cash Back,Letter,Low,2,No,High,2,2,3,Yes,1255.75
10889,No,Points,Letter,Medium,1,No,Low,1,2,6,Yes,170.5
10890,No,Points,Letter,Low,1,No,High,3,1,3,No,899
10891,No,Cash Back,Letter,Low,2,No,High,2,1,4,Yes,186.25
10892,No,Cash Back,Letter,High,1,No,High,3,1,2,No,943.25
10893,No,Cash Back,Postcard,Medium,2,No,High,2,1,4,No,660.25
10894,No,Points,Postcard,Medium,2,No,Medium,2,1,3,Yes,1196
10895,No,Cash Back,Letter,Medium,1,No,Medium,1,2,5,Yes,959.75
10896,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,1210.25
10897,No,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,1065
10898,No,Air Miles,Postcard,Medium,2,Yes,High,2,1,4,No,1224.5
10899,No,Air Miles,Letter,Low,2,No,High,1,1,4,No,868.25
10900,No,Air Miles,Letter,Medium,1,No,High,2,1,2,No,1101.5
10901,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1686.25
10902,No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,886.75
10903,No,Air Miles,Postcard,Medium,1,No,Low,3,2,2,Yes,983.25
10904,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,804.75
10905,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1228.5
10906,No,Air Miles,Letter,Low,2,No,High,2,1,2,Yes,1044.25
10907,No,Air Miles,Letter,Medium,1,No,High,2,1,5,Yes,1119.25
10908,No,Points,Letter,Medium,2,No,Medium,2,1,5,Yes,1164.75
10909,No,Points,Postcard,High,1,No,Medium,1,1,2,No,1790.75
10910,No,Air Miles,Letter,High,1,No,High,1,1,2,Yes,1097.5
10911,No,Air Miles,Letter,Medium,1,No,Medium,1,2,4,Yes,1120.25
10912,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1085.75
10913,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,1361.25
10914,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,1326
10915,No,Points,Letter,Medium,1,Yes,Medium,2,1,2,Yes,1258.5
10916,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,860.25
10917,No,Air Miles,Postcard,Low,1,No,Low,3,1,2,Yes,773.75
10918,No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,1090.25
10919,No,Cash Back,Letter,Low,1,No,Medium,3,1,3,No,1579.25
10920,No,Points,Postcard,High,1,No,Medium,2,3,4,No,902.5
10921,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,857.25
10922,No,Air Miles,Letter,High,1,Yes,Medium,1,1,6,No,709.75
10923,No,Air Miles,Letter,Medium,1,No,High,2,1,3,No,1273
10924,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,785
10925,No,Air Miles,Postcard,Low,2,No,Low,1,1,3,Yes,1168.25
10926,No,Cash Back,Letter,Medium,1,No,Low,3,1,5,No,629.75
10927,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,1027
10928,No,Air Miles,Postcard,High,1,No,Low,2,1,2,No,733
10929,No,Points,Postcard,Medium,1,No,Medium,1,1,5,No,1258.5
10930,No,Air Miles,Letter,Medium,1,Yes,High,3,1,3,Yes,1103
10931,No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,744.75
10932,No,Points,Letter,Medium,2,No,Low,1,1,4,Yes,188
10933,No,Cash Back,Letter,High,1,Yes,Low,1,2,3,Yes,1000
10934,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1110.25
10935,No,Cash Back,Letter,Medium,2,No,Low,1,1,3,Yes,248.25
10936,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1711
10937,No,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,994
10938,No,Cash Back,Letter,High,1,No,Low,2,1,4,Yes,840.75
10939,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,No,1058
10940,No,Air Miles,Letter,Medium,1,No,High,2,2,3,Yes,992.5
10941,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,998.5
10942,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,835
10943,No,Air Miles,Postcard,Low,2,No,Medium,2,1,2,Yes,803.25
10944,No,Points,Postcard,High,1,No,Medium,3,1,3,No,755.75
10945,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1250
10946,No,Points,Letter,High,1,No,High,1,1,3,No,308.75
10947,No,Points,Postcard,Medium,1,Yes,Low,2,1,5,No,978.25
10948,No,Cash Back,Letter,High,2,No,High,1,1,2,No,1175.75
10949,Yes,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1141.25
10950,No,Air Miles,Postcard,Low,2,No,Low,1,1,3,Yes,1441.75
10951,No,Cash Back,Postcard,Low,1,No,High,2,1,3,No,679.25
10952,No,Air Miles,Letter,Medium,2,No,High,1,1,4,Yes,1018.25
10953,No,Points,Letter,Low,2,Yes,Low,2,1,5,Yes,843.25
10954,No,Points,Letter,High,1,No,Low,2,1,4,Yes,939.5
10955,No,Cash Back,Letter,High,1,No,Medium,2,1,6,Yes,1078.75
10956,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,229.25
10957,No,Air Miles,Letter,Medium,1,Yes,Medium,3,1,3,No,1162.5
10958,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,No,954.25
10959,No,Air Miles,Letter,Medium,2,No,High,2,1,4,Yes,847.5
10960,No,Air Miles,Postcard,Medium,1,No,Low,3,2,1,Yes,1182
10961,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1270.75
10962,No,Points,Postcard,Medium,1,No,Medium,1,1,6,Yes,220.25
10963,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,232.25
10964,No,Cash Back,Letter,Medium,1,No,High,1,1,6,Yes,923.75
10965,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,645
10966,Yes,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,1280.5
10967,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,688.25
10968,No,Points,Postcard,Medium,2,No,Low,2,1,1,Yes,1221
10969,No,Points,Postcard,Medium,1,No,Low,4,1,4,Yes,908
10970,No,Cash Back,Letter,Medium,1,Yes,High,3,1,2,Yes,1166.25
10971,No,Air Miles,Letter,Low,1,No,High,2,2,5,No,895
10972,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,No,1258.25
10973,Yes,Cash Back,Letter,Medium,1,No,Low,3,1,3,No,1014
