Offer Accepted,Reward,rewardvalue,Mailer Type,mailertype,Income Level,incomelevel,Credit Rating,creditratingvalue,Credit Cards Held,Household Size,Average Balance
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,1071
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,4,1325
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,3,1405
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,818.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,5,1052.25
No,Air Miles,0,Letter,0,Low,0,Low,0,3,3,245.75
No,Points,3,Letter,0,High,3,High,2,1,4,165
Yes,Air Miles,0,Letter,0,Low,0,Low,0,2,2,220.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,2,1150.25
No,Points,3,Postcard,1,Medium,1,Medium,1,3,2,786.25
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,841.25
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1100
No,Points,3,Postcard,1,Low,0,Medium,1,2,3,1198
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,3,1199.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,1047
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,6,1110.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,2,1415
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,835.75
No,Points,3,Letter,0,Medium,1,High,2,2,4,826.25
No,Air Miles,0,Postcard,1,Low,0,High,2,1,5,1096.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,3,973.75
No,Points,3,Letter,0,Medium,1,Low,0,3,6,373.25
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,703
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,5,318.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,962.25
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,2,144
No,Air Miles,0,Letter,0,High,3,Medium,1,2,2,275.75
No,Points,3,Letter,0,High,3,High,2,1,3,1206.75
No,Air Miles,0,Postcard,1,High,3,Low,0,2,4,295.25
No,Points,3,Letter,0,Medium,1,High,2,2,3,1157
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,2,1319.25
No,Points,3,Letter,0,Medium,1,High,2,1,4,1106.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,300.25
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,2,3,1306.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,3,1096
No,Cash Back,1,Letter,0,High,3,Medium,1,1,3,1132.5
No,Points,3,Letter,0,Medium,1,Low,0,1,4,904.25
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,5,1161.25
No,Cash Back,1,Postcard,1,Low,0,Medium,1,1,2,1136.25
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1180.5
No,Cash Back,1,Letter,0,High,3,Low,0,3,4,564.25
No,Cash Back,1,Letter,0,High,3,Medium,1,2,3,232.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,5,1074.25
No,Points,3,Letter,0,Low,0,Low,0,1,4,1059.25
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,5,833.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,239.75
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,4,969.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,5,1236.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,4,1145.75
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,1014.5
No,Points,3,Postcard,1,Medium,1,Medium,1,2,4,1164
No,Points,3,Postcard,1,Medium,1,High,2,3,3,929
Yes,Points,3,Postcard,1,High,3,Low,0,2,3,1220.25
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,2,303.5
No,Points,3,Letter,0,Low,0,Medium,1,1,5,1025.75
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,4,1173
No,Cash Back,1,Letter,0,Medium,1,High,2,3,2,811.25
No,Points,3,Letter,0,Low,0,Medium,1,1,2,962
No,Points,3,Letter,0,Low,0,High,2,2,4,1002.5
No,Points,3,Letter,0,High,3,Medium,1,3,3,930.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,4,304.75
No,Air Miles,0,Postcard,1,High,3,Low,0,3,3,1146.5
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,917
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1136.25
No,Cash Back,1,Letter,0,Low,0,Medium,1,3,4,1404.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,4,4,705.75
No,Points,3,Letter,0,High,3,Medium,1,2,3,1056
No,Cash Back,1,Postcard,1,Low,0,High,2,3,5,1045.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,2,988
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,5,353
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,2,789.5
No,Points,3,Postcard,1,Low,0,Medium,1,2,3,1067
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,6,1042
No,Points,3,Letter,0,Medium,1,High,2,1,4,753
No,Cash Back,1,Letter,0,Low,0,Medium,1,3,4,1087.25
No,Points,3,Postcard,1,Medium,1,Low,0,2,3,787.5
No,Points,3,Postcard,1,Medium,1,Medium,1,4,6,1022.25
Yes,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,732.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,4,727.5
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,4,1003
No,Air Miles,0,Letter,0,Medium,1,High,2,2,4,1035.75
Yes,Air Miles,0,Postcard,1,Low,0,High,2,3,4,1041
No,Points,3,Letter,0,Low,0,Medium,1,2,4,931.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,2,1403
No,Cash Back,1,Letter,0,Low,0,High,2,1,4,1035.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,5,1052
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,3,1186.75
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,3,292.75
No,Points,3,Letter,0,High,3,High,2,1,3,1169.25
No,Points,3,Postcard,1,Medium,1,Medium,1,1,2,1466.75
No,Cash Back,1,Letter,0,High,3,High,2,3,3,1208
No,Points,3,Postcard,1,Medium,1,Low,0,2,4,1202.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,3,723.75
No,Air Miles,0,Letter,0,Low,0,High,2,2,4,952.5
No,Points,3,Postcard,1,Low,0,High,2,3,3,375.25
Yes,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,2,784.25
No,Points,3,Letter,0,Medium,1,High,2,3,5,1030.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,4,778.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,4,221.25
No,Cash Back,1,Letter,0,Low,0,Low,0,2,5,1226.75
Yes,Points,3,Postcard,1,Medium,1,Low,0,2,1,940.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,1133
No,Points,3,Postcard,1,Medium,1,Medium,1,1,3,1382.5
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,1165
No,Points,3,Letter,0,High,3,High,2,1,3,1234.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,2,957.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,226.25
No,Cash Back,1,Postcard,1,Low,0,High,2,1,3,854
No,Cash Back,1,Postcard,1,High,3,Medium,1,2,5,810.5
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,2,1269.25
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,2,1154
No,Points,3,Postcard,1,Medium,1,Low,0,3,3,165
No,Cash Back,1,Postcard,1,Medium,1,High,2,3,2,766.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,4,203.75
No,Points,3,Postcard,1,High,3,High,2,1,2,995.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,4,2,1460.75
No,Cash Back,1,Postcard,1,High,3,Low,0,1,3,655.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,1279.5
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,4,1313
No,Air Miles,0,Letter,0,Low,0,High,2,1,4,204.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,1,4,870.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,123.25
No,Points,3,Postcard,1,High,3,Low,0,1,4,345.25
No,Air Miles,0,Letter,0,Low,0,Medium,1,2,4,1140.25
No,Air Miles,0,Letter,0,Low,0,High,2,1,3,1078.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,4,1882.75
No,Cash Back,1,Letter,0,High,3,High,2,1,3,1221.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,203.75
No,Points,3,Letter,0,Medium,1,High,2,1,4,1116.25
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,5,196.75
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1092.75
No,Points,3,Postcard,1,Medium,1,High,2,1,3,1484.5
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,5,1087.75
No,Points,3,Postcard,1,Medium,1,High,2,2,3,1433.25
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,4,964
No,Points,3,Letter,0,Medium,1,Medium,1,2,1,971.75
No,Points,3,Postcard,1,Medium,1,High,2,1,3,617.75
No,Points,3,Postcard,1,Low,0,High,2,2,2,238
No,Air Miles,0,Letter,0,Medium,1,Medium,1,2,3,860.25
No,Cash Back,1,Letter,0,Low,0,High,2,2,3,1006.25
Yes,Cash Back,1,Postcard,1,Low,0,Medium,1,1,3,1164.75
No,Points,3,Letter,0,Low,0,Medium,1,2,3,238.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,2,351
No,Points,3,Letter,0,Low,0,Medium,1,3,5,1135.25
No,Cash Back,1,Letter,0,High,3,High,2,1,4,1230.5
No,Air Miles,0,Postcard,1,High,3,High,2,2,3,1214
No,Points,3,Postcard,1,Medium,1,High,2,1,4,1648
No,Points,3,Letter,0,Medium,1,Medium,1,1,2,901.5
Yes,Cash Back,1,Postcard,1,Low,0,Low,0,3,4,952.75
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,2,846
No,Points,3,Letter,0,Low,0,Low,0,3,3,839.5
No,Points,3,Letter,0,Low,0,Low,0,2,4,809.25
No,Points,3,Postcard,1,Medium,1,High,2,3,4,237.25
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,922
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,2,941.75
No,Cash Back,1,Postcard,1,High,3,Low,0,2,3,1047.25
No,Points,3,Postcard,1,Medium,1,High,2,1,5,1120.5
No,Points,3,Postcard,1,High,3,Medium,1,2,3,1572.75
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,1,3,1221.75
No,Air Miles,0,Letter,0,High,3,Low,0,1,4,971.25
No,Air Miles,0,Letter,0,Medium,1,High,2,3,3,1230
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,1416
No,Points,3,Letter,0,High,3,Medium,1,2,2,1156.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,5,1126.75
No,Air Miles,0,Letter,0,Medium,1,High,2,1,4,1262
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,2,1014.5
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,6,1209.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,3,1068.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,2,1035.25
No,Cash Back,1,Letter,0,Low,0,Medium,1,2,5,334
No,Points,3,Letter,0,Low,0,Medium,1,2,6,1704.25
Yes,Points,3,Postcard,1,Medium,1,Low,0,3,3,1146.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,1,854.75
No,Points,3,Letter,0,Medium,1,Low,0,1,4,748.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,3,3,838.75
No,Air Miles,0,Letter,0,Low,0,High,2,2,2,1276.5
No,Cash Back,1,Postcard,1,Low,0,High,2,2,4,1182.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,128.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,3,1222.5
No,Cash Back,1,Postcard,1,High,3,Low,0,1,4,791
No,Cash Back,1,Letter,0,Low,0,Low,0,2,2,1136
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,1101.5
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,1030.5
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,4,1678.75
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,3,1225
No,Points,3,Postcard,1,Medium,1,High,2,3,3,251
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,3,842.75
No,Cash Back,1,Letter,0,High,3,High,2,3,4,1051.25
No,Cash Back,1,Postcard,1,High,3,High,2,2,1,1217.25
No,Points,3,Letter,0,Medium,1,Low,0,1,4,1030.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,2,1302.5
No,Points,3,Postcard,1,High,3,High,2,1,4,1149.25
No,Points,3,Postcard,1,High,3,High,2,2,4,1368
No,Points,3,Postcard,1,High,3,Medium,1,1,1,287.75
No,Cash Back,1,Postcard,1,Low,0,Medium,1,3,3,1067.25
No,Points,3,Postcard,1,High,3,High,2,4,4,1228.25
No,Air Miles,0,Postcard,1,Low,0,Low,0,1,5,354.75
No,Air Miles,0,Letter,0,High,3,Medium,1,2,4,1224.75
No,Air Miles,0,Postcard,1,Low,0,High,2,1,2,1022.5
No,Cash Back,1,Letter,0,Low,0,Low,0,1,3,944.75
No,Cash Back,1,Letter,0,High,3,Medium,1,2,4,1119.75
No,Air Miles,0,Letter,0,High,3,Medium,1,4,4,1157.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,5,995
No,Points,3,Postcard,1,High,3,High,2,3,4,1202
No,Air Miles,0,Postcard,1,Low,0,Medium,1,2,4,845.25
No,Points,3,Postcard,1,Low,0,Low,0,2,3,1131.25
No,Points,3,Letter,0,Medium,1,Low,0,2,4,296.5
No,Points,3,Letter,0,Medium,1,High,2,2,1,897.25
Yes,Air Miles,0,Letter,0,Medium,1,Medium,1,1,2,767.5
No,Cash Back,1,Letter,0,High,3,Medium,1,1,4,1000.75
No,Cash Back,1,Letter,0,Medium,1,High,2,2,4,1095
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,4,256.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,995.5
No,Cash Back,1,Letter,0,High,3,High,2,2,5,1061.25
No,Points,3,Postcard,1,Low,0,High,2,3,3,974
No,Points,3,Letter,0,Medium,1,High,2,1,6,981
No,Cash Back,1,Letter,0,High,3,Medium,1,2,1,1090.25
No,Air Miles,0,Postcard,1,Low,0,High,2,2,3,307.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,3,1256.25
No,Cash Back,1,Postcard,1,Low,0,Low,0,2,2,771.75
No,Cash Back,1,Postcard,1,Low,0,High,2,2,2,1302.5
No,Air Miles,0,Letter,0,Low,0,Low,0,2,3,1162.25
No,Points,3,Letter,0,Low,0,Medium,1,2,2,1144.25
No,Points,3,Postcard,1,Low,0,Medium,1,3,2,671.75
No,Points,3,Letter,0,Low,0,Medium,1,3,4,1281.25
No,Air Miles,0,Postcard,1,High,3,Medium,1,2,2,949.75
No,Cash Back,1,Postcard,1,Low,0,Low,0,1,4,652
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,3,1704.5
No,Air Miles,0,Letter,0,High,3,Low,0,1,3,993
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,1,726.5
Yes,Cash Back,1,Postcard,1,Low,0,High,2,1,2,992.75
No,Points,3,Postcard,1,Medium,1,Low,0,3,3,923.5
No,Points,3,Letter,0,High,3,Low,0,2,3,859.75
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,2,1022.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,3,848.25
No,Air Miles,0,Postcard,1,Medium,1,High,2,2,3,1046.5
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,4,1066.5
No,Points,3,Letter,0,Medium,1,Medium,1,2,5,849.75
No,Points,3,Postcard,1,Medium,1,High,2,2,2,900.25
No,Points,3,Postcard,1,High,3,High,2,3,5,712
No,Points,3,Letter,0,Low,0,Low,0,2,3,1230
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,1307.25
No,Cash Back,1,Letter,0,Medium,1,High,2,3,3,1070
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,237.5
No,Points,3,Letter,0,Medium,1,Low,0,2,3,693.25
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,5,240
No,Air Miles,0,Postcard,1,High,3,High,2,2,3,780.5
No,Air Miles,0,Letter,0,High,3,Low,0,3,3,250.75
No,Cash Back,1,Letter,0,High,3,Medium,1,3,2,1065
No,Points,3,Letter,0,Medium,1,High,2,4,4,967
No,Air Miles,0,Letter,0,High,3,High,2,2,4,1244
No,Points,3,Letter,0,Medium,1,Medium,1,2,4,210.5
No,Points,3,Letter,0,Medium,1,High,2,3,3,1079.25
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,3,1011.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,2,1045.25
No,Points,3,Letter,0,Medium,1,Low,0,2,4,1220
No,Cash Back,1,Letter,0,Medium,1,High,2,1,2,1211.5
No,Air Miles,0,Letter,0,Medium,1,Low,0,2,2,284.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,1,5,889
No,Air Miles,0,Postcard,1,Low,0,High,2,1,4,1137.5
No,Air Miles,0,Letter,0,High,3,Low,0,2,3,1224
No,Cash Back,1,Postcard,1,High,3,Medium,1,1,4,1179
No,Points,3,Letter,0,Medium,1,Medium,1,1,3,979.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,1127.25
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,1027.25
No,Cash Back,1,Postcard,1,High,3,High,2,2,3,1098.75
No,Points,3,Letter,0,Low,0,High,2,1,4,1017.75
No,Air Miles,0,Postcard,1,Medium,1,High,2,3,4,995.25
No,Points,3,Letter,0,Medium,1,High,2,2,4,991.5
No,Cash Back,1,Letter,0,Medium,1,High,2,2,5,1013.75
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,5,887.5
No,Air Miles,0,Letter,0,High,3,Medium,1,2,4,1626.5
No,Air Miles,0,Postcard,1,High,3,Medium,1,1,3,984.75
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,875.25
No,Points,3,Postcard,1,Low,0,Low,0,1,2,1238.75
No,Air Miles,0,Postcard,1,High,3,High,2,2,3,648.5
No,Cash Back,1,Letter,0,Low,0,High,2,1,3,1077.25
No,Air Miles,0,Postcard,1,Low,0,High,2,1,2,1054.75
No,Air Miles,0,Postcard,1,High,3,High,2,1,5,1082.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,3,4,933
No,Points,3,Postcard,1,Medium,1,Medium,1,1,4,720.25
No,Points,3,Postcard,1,Medium,1,Medium,1,2,2,999.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,4,1247.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,3,781
No,Air Miles,0,Postcard,1,Medium,1,Low,0,2,4,1033
No,Cash Back,1,Postcard,1,High,3,High,2,3,3,982
No,Cash Back,1,Postcard,1,Low,0,High,2,3,4,921.5
No,Points,3,Letter,0,Medium,1,Medium,1,3,3,199
Yes,Points,3,Postcard,1,Medium,1,Medium,1,1,2,685.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,3,926.25
No,Air Miles,0,Postcard,1,High,3,Low,0,1,2,1070
No,Air Miles,0,Letter,0,Medium,1,Medium,1,1,5,1140.5
No,Air Miles,0,Postcard,1,Low,0,Low,0,2,1,434
No,Air Miles,0,Letter,0,High,3,High,2,1,5,638
No,Cash Back,1,Postcard,1,Medium,1,Low,0,3,3,1083
No,Cash Back,1,Letter,0,Medium,1,Low,0,1,4,991.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,790.25
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,1170.5
No,Points,3,Letter,0,Low,0,Low,0,3,2,1138.25
No,Air Miles,0,Letter,0,Low,0,Low,0,2,4,826.5
No,Air Miles,0,Postcard,1,Medium,1,Low,0,3,3,655
No,Cash Back,1,Postcard,1,Low,0,High,2,1,4,1052.75
No,Points,3,Postcard,1,Medium,1,High,2,4,3,665.25
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,4,1034.75
No,Points,3,Letter,0,High,3,High,2,3,1,1065.75
No,Points,3,Letter,0,Medium,1,Low,0,2,2,296.75
No,Cash Back,1,Letter,0,High,3,Medium,1,2,3,969
No,Air Miles,0,Postcard,1,High,3,High,2,2,4,1340.75
No,Points,3,Postcard,1,Medium,1,Low,0,1,4,929.75
No,Points,3,Letter,0,High,3,High,2,1,4,1005.25
No,Cash Back,1,Letter,0,High,3,Medium,1,3,5,799
No,Cash Back,1,Postcard,1,High,3,High,2,2,4,673
No,Cash Back,1,Postcard,1,High,3,Medium,1,4,5,866.75
No,Points,3,Letter,0,High,3,High,2,2,4,1290.75
No,Air Miles,0,Letter,0,High,3,Medium,1,2,3,993.25
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,3,690.25
No,Cash Back,1,Letter,0,High,3,Low,0,3,3,1181
No,Points,3,Letter,0,Medium,1,Low,0,1,4,710.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,3,1156
No,Cash Back,1,Postcard,1,High,3,Low,0,3,5,286.5
No,Air Miles,0,Letter,0,Medium,1,High,2,2,2,826
No,Points,3,Postcard,1,High,3,Medium,1,1,4,252
No,Cash Back,1,Postcard,1,High,3,Low,0,2,6,761.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,1,3,1795.5
No,Air Miles,0,Postcard,1,Low,0,Medium,1,1,4,183.5
No,Points,3,Letter,0,Medium,1,Low,0,1,2,528.75
No,Cash Back,1,Letter,0,Medium,1,High,2,3,3,775
No,Points,3,Postcard,1,High,3,Low,0,3,3,1772.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,5,1095
No,Points,3,Letter,0,Low,0,Low,0,2,5,289
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,964
No,Points,3,Postcard,1,Low,0,Medium,1,1,3,935
No,Cash Back,1,Postcard,1,Medium,1,Medium,1,2,3,710.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,723.25
No,Points,3,Postcard,1,Medium,1,Low,0,1,2,1212
No,Cash Back,1,Letter,0,Low,0,High,2,1,4,1125
No,Air Miles,0,Letter,0,Medium,1,Low,0,1,3,903.25
No,Air Miles,0,Letter,0,High,3,Medium,1,3,4,1205.25
No,Cash Back,1,Letter,0,Medium,1,High,2,1,3,1682.25
No,Cash Back,1,Letter,0,High,3,Medium,1,2,3,793.5
No,Air Miles,0,Postcard,1,High,3,High,2,2,5,1306.25
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,873.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,3,1238.5
No,Air Miles,0,Letter,0,Low,0,Medium,1,3,2,1274.5
No,Cash Back,1,Letter,0,Medium,1,Low,0,3,5,1139
No,Points,3,Postcard,1,Medium,1,High,2,3,4,1019.5
No,Air Miles,0,Postcard,1,High,3,High,2,1,5,205.5
No,Points,3,Letter,0,High,3,Medium,1,2,3,995.5
No,Points,3,Letter,0,Medium,1,Medium,1,1,4,654.25
No,Air Miles,0,Letter,0,High,3,Medium,1,3,3,345
No,Points,3,Postcard,1,Low,0,High,2,1,3,195.25
No,Air Miles,0,Letter,0,Low,0,High,2,3,3,1237
Yes,Points,3,Letter,0,High,3,Low,0,1,3,643
No,Cash Back,1,Postcard,1,Medium,1,Low,0,2,5,1435.25
No,Cash Back,1,Postcard,1,High,3,High,2,2,2,1165.5
No,Cash Back,1,Letter,0,High,3,High,2,2,2,1065.75
No,Points,3,Postcard,1,High,3,High,2,2,4,132.25
No,Cash Back,1,Letter,0,High,3,High,2,2,3,1095.75
Yes,Points,3,Letter,0,Medium,1,High,2,1,3,277.5
No,Points,3,Postcard,1,Medium,1,Low,0,3,3,262.25
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,3,962.25
No,Points,3,Letter,0,Low,0,High,2,2,3,1083
No,Points,3,Letter,0,Medium,1,Medium,1,3,5,1021.25
No,Points,3,Letter,0,Medium,1,Medium,1,2,1,154.75
No,Cash Back,1,Letter,0,Medium,1,Medium,1,2,3,978.75
No,Air Miles,0,Letter,0,Medium,1,High,2,2,1,1191
No,Cash Back,1,Letter,0,High,3,Low,0,2,2,912
No,Cash Back,1,Letter,0,Low,0,Low,0,1,4,987.25
No,Air Miles,0,Letter,0,High,3,Medium,1,1,3,1409.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,3,2,1120.5
No,Air Miles,0,Letter,0,High,3,Medium,1,2,3,922.75
No,Points,3,Postcard,1,Low,0,High,2,2,2,1086
No,Points,3,Letter,0,Low,0,Medium,1,3,3,1003.25
No,Cash Back,1,Letter,0,High,3,Medium,1,2,4,1067
No,Points,3,Postcard,1,Low,0,High,2,2,2,1186.25
No,Points,3,Postcard,1,Medium,1,High,2,2,3,1258.5
No,Air Miles,0,Letter,0,Medium,1,High,2,2,5,1079.5
Yes,Air Miles,0,Letter,0,Low,0,Low,0,2,1,301.75
No,Points,3,Postcard,1,Medium,1,Low,0,2,6,1434.25
No,Cash Back,1,Letter,0,Low,0,Medium,1,1,3,998.5
No,Cash Back,1,Letter,0,Medium,1,Medium,1,1,4,811
No,Cash Back,1,Letter,0,Medium,1,Low,0,2,3,924
No,Cash Back,1,Postcard,1,High,3,High,2,2,4,1299.25
Yes,Points,3,Postcard,1,High,3,High,2,2,4,1067.5
No,Points,3,Letter,0,Medium,1,Low,0,1,2,1059
No,Points,3,Postcard,1,Medium,1,Medium,1,2,1,1242.25
No,Cash Back,1,Letter,0,Medium,1,High,2,3,5,865.75
No,Air Miles,0,Letter,0,Low,0,Low,0,2,4,1022.25
No,Air Miles,0,Letter,0,Low,0,High,2,1,5,836.75
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,702.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,2,4,664.75
No,Cash Back,1,Letter,0,High,3,Low,0,1,4,296.5
No,Points,3,Postcard,1,Medium,1,Medium,1,3,3,394.75
No,Points,3,Postcard,1,Medium,1,Medium,1,3,5,921.25
No,Cash Back,1,Letter,0,High,3,Low,0,2,4,402
No,Points,3,Postcard,1,Low,0,Medium,1,1,5,914.5
No,Points,3,Postcard,1,Low,0,Low,0,3,3,412.25
No,Points,3,Letter,0,Low,0,Medium,1,3,4,211.75
No,Air Miles,0,Postcard,1,Low,0,High,2,2,2,1205.75
No,Air Miles,0,Postcard,1,High,3,High,2,3,5,944.5
No,Cash Back,1,Letter,0,Low,0,Low,0,1,3,1004
No,Points,3,Postcard,1,Medium,1,High,2,1,4,301.25
No,Points,3,Letter,0,Low,0,Medium,1,2,5,1070
No,Points,3,Letter,0,Low,0,Medium,1,2,4,913.75
No,Air Miles,0,Postcard,1,Medium,1,Low,0,1,2,236.75
No,Air Miles,0,Letter,0,High,3,Low,0,3,5,1392.5
No,Air Miles,0,Postcard,1,Medium,1,Medium,1,1,4,1146.25
No,Cash Back,1,Letter,0,Low,0,Low,0,1,4,1222.5
No,Points,3,Postcard,1,High,3,Low,0,1,2,908.25
No,Cash Back,1,Letter,0,High,3,Low,0,1,3,1062.75
No,Cash Back,1,Postcard,1,Medium,1,High,2,2,1,804
No,Air Miles,0,Postcard,1,High,3,High,2,1,5,684.75
